num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
5220;24/10/2010;26/10/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Cartão de Crédito;2879.11;Concluída
5221;25/10/2010;04/11/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Transferência Eletrônica;10180.23;Concluída
5222;25/10/2010;04/11/2010;AM;Norte;Elenice Mendes;Daniel Leite;Móveis e Decoração;Boleto Bancário;1293.15;Concluída
5224;25/10/2010;02/11/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Móveis e Decoração;Boleto Bancário;4616.43;Concluída
5225;25/10/2010;02/11/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Débito;4087.73;Concluída
5226;26/10/2010;01/11/2010;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Roupas e Acessórios;Cartão de Débito;362.65;Concluída
5227;26/10/2010;02/11/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Transferência Eletrônica;127.76;Concluída
5228;26/10/2010;28/10/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrônicos;Transferência Eletrônica;6736.66;Concluída
5230;27/10/2010;04/11/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Transferência Eletrônica;2859.64;Concluída
5231;27/10/2010;31/10/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Transferência Eletrônica;7699.38;Concluída
5234;27/10/2010;31/10/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Utilidades Domésticas;Boleto Bancário;224.68;Concluída
5235;27/10/2010;31/10/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Débito;765.24;Concluída
5236;28/10/2010;07/11/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Crédito;7436.40;Concluída
5237;28/10/2010;12/11/2010;SC;Sul;Roberta Camargo;João Lima;Esporte e Lazer;Boleto Bancário;749.43;Concluída
5238;29/10/2010;07/11/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Débito;1844.35;Concluída
5239;29/10/2010;01/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;1496.37;Cancelada
5241;30/10/2010;06/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;9208.43;Concluída
5244;30/10/2010;09/11/2010;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Cartão de Crédito;779.94;Concluída
5245;30/10/2010;07/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;6990.56;Concluída
5246;30/10/2010;02/11/2010;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Cartão de Crédito;7662.36;Concluída
5247;31/10/2010;03/11/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;47.54;Concluída
5248;31/10/2010;03/11/2010;AM;Norte;Elenice Mendes;Daniel Leite;Roupas e Acessórios;Cartão de Crédito;92.74;Concluída
5249;01/11/2010;07/11/2010;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Cartão de Crédito;6612.12;Concluída
5250;02/11/2010;06/11/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Transferência Eletrônica;5090.66;Concluída
5251;02/11/2010;11/11/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;3367.96;Concluída
5252;03/11/2010;10/11/2010;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Roupas e Acessórios;Cartão de Crédito;274.27;Concluída
5253;04/11/2010;12/11/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Transferência Eletrônica;535.52;Concluída
5255;05/11/2010;10/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;894.29;Concluída
5256;06/11/2010;13/11/2010;RO;Norte;Elenice Mendes;Dorival da Silva;Eletrônicos;Cartão de Crédito;2954.75;Concluída
5257;06/11/2010;08/11/2010;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;5712.57;Concluída
5258;06/11/2010;08/11/2010;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Roupas e Acessórios;Cartão de Crédito;182.04;Cancelada
5259;08/11/2010;22/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Transferência Eletrônica;4687.96;Concluída
5260;08/11/2010;16/11/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrônicos;Transferência Eletrônica;856.53;Concluída
5261;08/11/2010;18/11/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Crédito;630.71;Concluída
5263;08/11/2010;13/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Boleto Bancário;1034.98;Concluída
5264;08/11/2010;18/11/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Cartão de Crédito;933.57;Concluída
5265;09/11/2010;11/11/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Esporte e Lazer;Cartão de Débito;746.79;Concluída
5267;09/11/2010;11/11/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Cartão de Crédito;2177.84;Concluída
5268;09/11/2010;23/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;492.81;Cancelada
5270;10/11/2010;15/11/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Débito;1252.95;Concluída
5271;10/11/2010;21/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Boleto Bancário;1238.45;Concluída
5272;10/11/2010;19/11/2010;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Casa e Construção;Cartão de Crédito;2741.16;Concluída
5273;11/11/2010;18/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Boleto Bancário;1708.72;Concluída
5274;11/11/2010;23/11/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Cartão de Crédito;2777.01;Cancelada
5275;12/11/2010;22/11/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Boleto Bancário;830.75;Concluída
5276;12/11/2010;21/11/2010;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Móveis e Decoração;Cartão de Débito;1883.07;Concluída
5279;13/11/2010;19/11/2010;AM;Norte;Elenice Mendes;Daniel Leite;Eletrônicos;Cartão de Débito;2098.19;Concluída
5280;15/11/2010;20/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;4473.72;Concluída
5281;16/11/2010;01/12/2010;SC;Sul;Roberta Camargo;João Lima;Móveis e Decoração;Cartão de Crédito;3336.97;Concluída
5282;16/11/2010;20/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Crédito;4679.41;Cancelada
5283;16/11/2010;27/11/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Transferência Eletrônica;8429.95;Concluída
5284;16/11/2010;21/11/2010;PA;Norte;Elenice Mendes;Luíza Campos;Eletrodomésticos;Cartão de Débito;667.77;Concluída
5285;16/11/2010;20/11/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Crédito;2693.30;Concluída
5286;17/11/2010;27/11/2010;AM;Norte;Elenice Mendes;Daniel Leite;Roupas e Acessórios;Cartão de Débito;96.79;Concluída
5287;18/11/2010;28/11/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Crédito;2018.87;Concluída
5288;18/11/2010;26/11/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;9607.73;Concluída
5289;18/11/2010;24/11/2010;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Cartão de Crédito;888.84;Concluída
5290;20/11/2010;02/12/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;10663.15;Concluída
5291;20/11/2010;30/11/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Móveis e Decoração;Cartão de Débito;4271.73;Concluída
5292;21/11/2010;28/11/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Cartão de Crédito;410.36;Concluída
5293;21/11/2010;25/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;3963.76;Cancelada
5294;21/11/2010;27/11/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Crédito;2412.57;Concluída
5295;22/11/2010;24/11/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;395.37;Concluída
5296;22/11/2010;24/11/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Boleto Bancário;3247.56;Concluída
5299;22/11/2010;28/11/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Débito;6788.06;Concluída
5300;22/11/2010;28/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Débito;5663.66;Concluída
5302;24/11/2010;01/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;4462.46;Concluída
5303;24/11/2010;30/11/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Boleto Bancário;3416.18;Cancelada
5304;24/11/2010;30/11/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Cartão de Crédito;2800.28;Cancelada
5305;24/11/2010;08/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;9379.46;Concluída
5306;25/11/2010;03/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Transferência Eletrônica;9981.85;Concluída
5307;25/11/2010;08/12/2010;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Casa e Construção;Cartão de Crédito;1851.29;Concluída
5308;25/11/2010;01/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Débito;4030.83;Concluída
5309;25/11/2010;29/11/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Utilidades Domésticas;Cartão de Crédito;1531.79;Concluída
5310;27/11/2010;03/12/2010;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Cartão de Crédito;1888.62;Concluída
5311;27/11/2010;29/11/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Crédito;351.81;Concluída
5312;27/11/2010;03/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Transferência Eletrônica;4628.00;Concluída
5313;28/11/2010;08/12/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Esporte e Lazer;Cartão de Débito;1805.59;Cancelada
5314;29/11/2010;09/12/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Esporte e Lazer;Cartão de Débito;1421.42;Concluída
5317;30/11/2010;14/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;4591.63;Concluída
5318;30/11/2010;07/12/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Móveis e Decoração;Cartão de Débito;3576.60;Concluída
5319;30/11/2010;03/12/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Transferência Eletrônica;7305.89;Concluída
5320;30/11/2010;05/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Cartão de Crédito;7486.47;Concluída
5321;30/11/2010;09/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;6978.19;Concluída
5322;01/12/2010;08/12/2010;RO;Norte;Elenice Mendes;Dorival da Silva;Utilidades Domésticas;Cartão de Débito;1107.98;Concluída
5323;01/12/2010;03/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Crédito;2990.01;Concluída
5324;02/12/2010;10/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Boleto Bancário;1729.11;Cancelada
5325;02/12/2010;08/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Transferência Eletrônica;3757.76;Concluída
5326;02/12/2010;10/12/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Boleto Bancário;7738.87;Concluída
5327;02/12/2010;13/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;797.95;Concluída
5328;02/12/2010;11/12/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Transferência Eletrônica;1477.55;Concluída
5329;02/12/2010;09/12/2010;SC;Sul;Roberta Camargo;João Lima;Casa e Construção;Cartão de Débito;3164.49;Concluída
5330;02/12/2010;10/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Cartão de Crédito;182.76;Concluída
5331;03/12/2010;09/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;1726.34;Cancelada
5332;04/12/2010;11/12/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Débito;2378.22;Concluída
5333;04/12/2010;19/12/2010;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Crédito;2933.85;Concluída
5334;04/12/2010;10/12/2010;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Utilidades Domésticas;Cartão de Crédito;1468.10;Concluída
5335;04/12/2010;11/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Débito;7891.08;Concluída
5336;04/12/2010;13/12/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Transferência Eletrônica;2240.90;Concluída
5337;04/12/2010;07/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Cartão de Débito;87.31;Cancelada
5338;05/12/2010;12/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Móveis e Decoração;Cartão de Crédito;2066.75;Concluída
5339;05/12/2010;18/12/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrodomésticos;Cartão de Crédito;725.37;Concluída
5340;05/12/2010;14/12/2010;TO;Norte;Elenice Mendes;Armando Cabral;Eletrônicos;Cartão de Crédito;6597.89;Concluída
5343;05/12/2010;08/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Transferência Eletrônica;7383.64;Concluída
5345;06/12/2010;10/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Transferência Eletrônica;159.76;Concluída
5346;06/12/2010;10/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Casa e Construção;Cartão de Crédito;5921.87;Concluída
5347;07/12/2010;19/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Cartão de Crédito;9689.40;Concluída
5348;07/12/2010;15/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;1618.76;Concluída
5349;07/12/2010;14/12/2010;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Cartão de Crédito;3041.31;Concluída
5350;08/12/2010;15/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;555.90;Concluída
5353;08/12/2010;22/12/2010;RO;Norte;Elenice Mendes;Dorival da Silva;Roupas e Acessórios;Cartão de Crédito;194.02;Concluída
5354;08/12/2010;20/12/2010;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Eletrodomésticos;Boleto Bancário;1444.94;Concluída
5355;08/12/2010;23/12/2010;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Esporte e Lazer;Boleto Bancário;1038.59;Concluída
5356;08/12/2010;21/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Débito;1103.52;Concluída
5357;08/12/2010;17/12/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Cartão de Crédito;6590.41;Concluída
5358;08/12/2010;16/12/2010;PA;Norte;Elenice Mendes;Luíza Campos;Roupas e Acessórios;Cartão de Crédito;105.04;Concluída
5359;09/12/2010;17/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Móveis e Decoração;Transferência Eletrônica;4457.05;Concluída
5360;09/12/2010;12/12/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Crédito;1784.57;Concluída
5361;11/12/2010;19/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Utilidades Domésticas;Cartão de Crédito;851.61;Concluída
5364;11/12/2010;16/12/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Débito;9485.18;Concluída
5365;12/12/2010;16/12/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Débito;7364.78;Concluída
5367;12/12/2010;26/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Utilidades Domésticas;Cartão de Débito;1090.47;Concluída
5370;12/12/2010;21/12/2010;AM;Norte;Elenice Mendes;Daniel Leite;Móveis e Decoração;Cartão de Crédito;4674.32;Concluída
5371;13/12/2010;19/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Débito;185.86;Concluída
5372;13/12/2010;18/12/2010;PE;Nordeste;Raimundo Moraes;Augusto Melo;Esporte e Lazer;Cartão de Crédito;2247.41;Concluída
5373;14/12/2010;17/12/2010;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Casa e Construção;Cartão de Crédito;7955.80;Concluída
5374;14/12/2010;24/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;790.07;Concluída
5375;15/12/2010;30/12/2010;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Boleto Bancário;10230.49;Cancelada
5376;16/12/2010;30/12/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Esporte e Lazer;Cartão de Crédito;1494.25;Concluída
5377;16/12/2010;18/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Transferência Eletrônica;8044.32;Concluída
5378;16/12/2010;26/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Débito;1619.04;Concluída
5379;17/12/2010;19/12/2010;CE;Nordeste;Raimundo Moraes;Alice da Silva;Esporte e Lazer;Cartão de Crédito;2311.12;Concluída
5380;18/12/2010;28/12/2010;TO;Norte;Elenice Mendes;Armando Cabral;Roupas e Acessórios;Cartão de Débito;127.37;Cancelada
5381;18/12/2010;25/12/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;347.58;Concluída
5383;19/12/2010;26/12/2010;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;4618.94;Concluída
5386;19/12/2010;22/12/2010;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrônicos;Boleto Bancário;6036.13;Concluída
5387;20/12/2010;23/12/2010;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Cartão de Débito;8061.99;Concluída
5388;20/12/2010;01/01/2011;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;474.36;Concluída
5391;20/12/2010;25/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Transferência Eletrônica;3504.53;Concluída
5392;20/12/2010;03/01/2011;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Cartão de Crédito;2150.97;Concluída
5393;21/12/2010;26/12/2010;ES;Sudeste;Luiz Miranda;Marisa Lemos;Roupas e Acessórios;Cartão de Débito;229.29;Concluída
5395;21/12/2010;05/01/2011;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Cartão de Crédito;2231.27;Concluída
5396;21/12/2010;30/12/2010;AC;Norte;Elenice Mendes;Célio Carvalho;Móveis e Decoração;Cartão de Débito;1102.44;Concluída
5398;21/12/2010;30/12/2010;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Roupas e Acessórios;Transferência Eletrônica;200.88;Concluída
5399;22/12/2010;26/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;5885.82;Concluída
5400;22/12/2010;30/12/2010;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Boleto Bancário;869.52;Concluída
5401;23/12/2010;27/12/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Móveis e Decoração;Cartão de Crédito;1578.21;Concluída
5403;23/12/2010;27/12/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrônicos;Cartão de Crédito;9999.63;Cancelada
5404;23/12/2010;28/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Móveis e Decoração;Cartão de Crédito;2421.14;Concluída
5405;23/12/2010;30/12/2010;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Crédito;2146.90;Concluída
5408;25/12/2010;31/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Casa e Construção;Transferência Eletrônica;2924.09;Concluída
5409;25/12/2010;09/01/2011;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Utilidades Domésticas;Cartão de Débito;1381.92;Concluída
5410;25/12/2010;29/12/2010;AL;Nordeste;Raimundo Moraes;Marcos Reis;Esporte e Lazer;Boleto Bancário;1431.45;Cancelada
5411;26/12/2010;29/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;3519.72;Concluída
5413;26/12/2010;30/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Utilidades Domésticas;Cartão de Crédito;452.36;Concluída
5414;26/12/2010;03/01/2011;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;3429.10;Cancelada
5416;26/12/2010;31/12/2010;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Cartão de Crédito;298.06;Concluída
5418;27/12/2010;01/01/2011;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;1084.01;Cancelada
5419;27/12/2010;29/12/2010;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Cartão de Débito;2214.89;Concluída
5420;27/12/2010;02/01/2011;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Débito;1566.18;Concluída
5421;27/12/2010;02/01/2011;AL;Nordeste;Raimundo Moraes;Marcos Reis;Utilidades Domésticas;Transferência Eletrônica;1032.75;Concluída
5422;27/12/2010;07/01/2011;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrônicos;Boleto Bancário;5456.35;Concluída
5425;28/12/2010;04/01/2011;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Cartão de Crédito;6179.55;Concluída
5426;28/12/2010;31/12/2010;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Crédito;2922.93;Concluída
5427;29/12/2010;02/01/2011;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Cartão de Crédito;2018.95;Concluída
5428;29/12/2010;08/01/2011;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Boleto Bancário;410.32;Concluída
5429;29/12/2010;07/01/2011;RJ;Sudeste;Luiz Miranda;Daniel Campos;Roupas e Acessórios;Transferência Eletrônica;422.80;Concluída
5431;29/12/2010;08/01/2011;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Utilidades Domésticas;Cartão de Crédito;339.78;Concluída
